鄉鎮市區,土地總面積平方公尺,總樓層數,建物型態,建物總面積平方公尺,房,廳,衛,有無管理,總價元,單價每平方公尺,車位移轉總面積平方公尺,電梯
麻豆區,6185.51,,,,,,,無,10203808,1650,,
麻豆區,1023.61,,,,,,,無,84222000,82279,,
官田區,84,,,,,,,無,1350000,16071,,
官田區,34,,,,,,,無,400000,11765,,
下營區,101.32,,,,,,,無,4000000,39479,,
官田區,111.6,3,透天厝,119.48,3,2,2,無,3120000,26113,,無
麻豆區,2059.06,,,,,,,無,49829200,24200,,
麻豆區,3000,,,,,,,無,12250000,4083,,
下營區,2745,,,,,,,無,4007700,1460,,
下營區,1506,,,,,,,無,3915600,2600,,
官田區,870.75,,透天厝,,6,2,4,無,2500000,10120,,
官田區,527,,,,,,,無,11158700,21174,,
下營區,79.5,3,公寓,136.5,3,2,2,無,1000000,7326,,無
六甲區,97,4,,211.29,,,,無,3870000,39897,,無
官田區,394.7,,,,,,,無,6415220,16253,,
麻豆區,4901,,,,,,,無,6058899,1236,,
官田區,101,,,,,,,無,1616000,16000,,
下營區,6066,,,,,,,無,10500000,1731,,
大內區,130.44,,,,,,,無,63000,483,,
麻豆區,4105,,,,,,,無,9000000,2192,,
六甲區,1000,,,,,,,無,8450000,8450,,
下營區,92,2,透天厝,111.68,5,2,2,無,2000000,17908,,無
官田區,26.66,,,,,,,無,403235,15125,,
麻豆區,289.76,,,,,,,無,1900000,6557,,
下營區,170.35,,,,,,,無,4630000,27179,,
六甲區,94.82,3,透天厝,196.79,4,2,2,無,5600000,28457,,無
大內區,501,,,,,,,無,200000,399,,
六甲區,1495,,,,,,,無,1500000,1003,,
官田區,65.5,,,,,,,無,267242,4080,,
麻豆區,289.76,,,,,,,無,1900000,6557,,
大內區,1409,,,,,,,無,1260000,894,,
六甲區,1866,,,,,,,無,2761680,1480,,
六甲區,116.26,,,,,,,無,5968700,51339,,
下營區,89,3,透天厝,151.82,3,2,3,無,2200000,14491,,無
六甲區,74.33,,,,,,,無,1233000,16588,,
六甲區,76.61,,,,,,,無,1334000,17413,,
下營區,157.32,,,,,,,無,2850000,18116,,
大內區,724.33,,,,,,,無,550000,759,,
六甲區,50,,,,,,,無,75000,1500,,
麻豆區,1982.47,,,,,,,無,36800000,18563,,
麻豆區,212.1,,,,,,,無,1490000,7025,,
麻豆區,83.52,3,透天厝,157.06,4,2,4,無,9600000,61123,,無
麻豆區,646,,,,,,,無,500000,774,,
大內區,508,,,,,,,無,3400000,6693,,
麻豆區,1259.38,,,,,,,無,4886046,3880,,
麻豆區,117.99,3,透天厝,242.57,6,2,5,無,14550000,59983,,無
麻豆區,146.07,3,透天厝,246.34,6,2,5,無,15380000,62434,,無
下營區,6425,,,,,,,無,14130000,2199,,
官田區,113.6,3,透天厝,153.9,4,1,3,無,7200000,46784,,無
麻豆區,44.54,,,,,,,無,195627,4392,,
麻豆區,29.67,,,,,,,無,130310,4392,,
下營區,969.5,,,,,,,無,1070000,1104,,
麻豆區,250.25,,,,,,,無,300000,1199,,
麻豆區,152.81,,,,,,,無,341571,2235,,
官田區,380.11,,,,,,,無,2360182,6209,,
官田區,108,3,透天厝,153.9,4,1,3,無,5550000,36062,,無
麻豆區,2749,,,,,,,無,10500000,3820,,
麻豆區,45.87,,,,,,,無,832541,18150,,
下營區,160.68,,,,,,,無,1600000,9958,,
官田區,198,,,,,,,無,3650000,18434,,
六甲區,140,3,透天厝,279.05,,,,無,2000000,7167,,無
六甲區,97.85,,,,,,,無,1568800,16032,,
官田區,8225,,,,,,,無,231384000,28132,,
官田區,310,,,,,,,無,2200000,7097,,
官田區,99,,,,,,,無,484110,4890,,
麻豆區,734.8,,,,,,,無,4530000,6165,,
下營區,1870,,,,,,,無,2244000,1200,,
下營區,1417,,,,,,,無,1704000,1203,,
官田區,96,4,透天厝,192.54,4,2,3,無,6800000,35317,,無
下營區,79.43,3,透天厝,169.4,4,1,3,無,4650000,27450,,無
官田區,67.87,,,,,,,無,750000,11051,,
官田區,55,,,,,,,無,1000000,18182,,
六甲區,195.33,,,,,,,無,800812,4100,,
官田區,100,,,,,,,無,2087250,20873,,
麻豆區,3.33,,,,,,,無,12027,3608,,
官田區,99,,,,,,,無,2066378,20873,,
麻豆區,6.67,,,,,,,無,24054,3608,,
麻豆區,7.09,,,,,,,無,582000,82087,,
官田區,72.34,2,透天厝,104.72,3,1,2,無,3600000,34377,,無
六甲區,74.68,4,透天厝,175,5,2,4,無,4250000,24286,,無
麻豆區,475.94,,,,,,,無,2000000,4202,,
官田區,65.29,,,,,,,無,987000,15118,,
六甲區,96.46,2,透天厝,126.09,3,2,2,無,5800000,45999,,無
六甲區,35.2,,,,,,,無,200000,5681,,
官田區,442.17,,,,,,,無,500000,1131,,
下營區,79.27,,,,,,,無,2800000,35322,,
六甲區,95.21,2,透天厝,125.76,3,1,2,無,1800000,14313,,無
六甲區,97,,,,,,,無,1115300,11498,,
官田區,115.84,4,透天厝,154.63,4,2,3,無,7300000,47209,,無
下營區,16,,,,,,,無,255000,15938,,
麻豆區,132.09,4,透天厝,383.11,5,2,5,無,6500000,16966,,無
麻豆區,8.49,,,,,,,無,35000,4122,,
下營區,4652,,,,,,,無,4200000,903,,
麻豆區,82,,,,,,,無,328000,4000,,
官田區,772.14,,,,,,,無,1773556,2297,,
六甲區,97,4,透天厝,212.55,4,2,3,無,4250000,19995,,無
大內區,153.07,,,,,,,無,4584000,29947,,
麻豆區,42.75,5,華夏,134.59,3,2,2,有,7000000,52008,,有
麻豆區,3790,,,,,,,無,2804600,740,,
麻豆區,4431,,,,,,,無,3278940,740,,
官田區,1242,,,,,,,無,2918700,2350,,
麻豆區,40.84,,,,,,,無,130000,3183,,
下營區,3267,,,,,,,無,4083750,1250,,
六甲區,1094.54,,,,,,,無,28142934,25712,,
麻豆區,1500,,,,,,,無,1600000,1067,,
下營區,471,,,,,,,無,1283000,2724,,
官田區,43.98,,,,,,,無,2660000,60482,,
麻豆區,33.72,,,,,,,無,300000,8898,,
下營區,122.53,3,透天厝,233.57,6,2,3,無,7000000,29970,,無
麻豆區,57.81,5,華夏,172.58,3,2,2,有,6300000,39920,33.05,有
大內區,166,,,,,,,無,4500000,27108,,
麻豆區,85.22,3,透天厝,184.84,5,2,4,無,13600000,73577,,無
六甲區,178.73,2,透天厝,169.99,3,2,3,無,8660000,50944,,無
麻豆區,185.62,,,,,,,無,626000,3372,,
大內區,1014,,,,,,,無,1360000,1341,,
下營區,1389,,,,,,,無,1389000,1000,,
六甲區,1668,,,,,,,無,2418600,1450,,
下營區,121.48,,,,,,,無,1800000,14817,,
六甲區,2741.5,1,透天厝,544.54,1,0,1,無,12500000,22955,,無
六甲區,742,,,,3,1,2,無,1600000,2156,,
麻豆區,0.43,,,,,,,無,59813,139100,,
六甲區,2147.4,,,,,,,無,15300000,7125,,
下營區,84.95,2,透天厝,116.51,3,2,2,無,1700000,14591,,無
下營區,112.26,,,,,,,無,1436928,12800,,
下營區,99.24,,,,,,,無,340000,3426,,
麻豆區,91.21,3,透天厝,182.1,5,2,5,無,12120000,66557,,無
官田區,1744.81,,,,,,,無,4362000,2500,,
六甲區,57.2,,,,,,,無,1630200,28500,,
麻豆區,326.17,,,,,,,無,1525098,4676,,
下營區,118.6,3,透天厝,194.93,7,3,5,無,5800000,29754,,無
六甲區,0.33,,,,,,,無,10540,32134,,
六甲區,1.76,,,,,,,無,56567,32140,,
西港區,3415,,,,,,,無,6800000,1991,,
北門區,888.32,,,,,,,無,1670566,1881,,
七股區,931,,,,,,,無,1512700,1625,,
七股區,1110,,,,,,,無,1787300,1610,,
北門區,44.87,,,,,,,無,197428,4400,,
將軍區,684,,,,,,,無,485640,710,,
學甲區,158.2,,,,,,,無,1060000,6700,,
佳里區,20.81,,,,,,,無,95748,4600,,
佳里區,20.81,,,,,,,無,95478,4587,,
學甲區,5781,,,,,,,無,4300000,744,,
學甲區,924,,,,,,,無,1293600,1400,,
學甲區,66.78,,,,,,,無,1000000,14975,,
佳里區,41.58,,,,,,,無,1006000,24197,,
七股區,2323.32,,,,,,,無,1680198,723,,
七股區,435.12,,,,,,,無,478632,1100,,
佳里區,41.63,,,,,,,無,191497,4600,,
北門區,2866.67,,,,,,,無,1480000,516,,
七股區,1222,,,,,,,無,1930000,1579,,
北門區,2951,,,,,,,無,1500000,508,,
佳里區,114.48,,,,,,,無,526616,4600,,
佳里區,191.25,4,透天厝,203.18,4,1,2,無,5000000,24609,,無
北門區,207.92,,,,,,,無,399206,1920,,
西港區,1410,,,,,,,無,13200000,9362,,
佳里區,91.74,,,,,,,無,401496,4376,,
佳里區,83.25,,,,,,,無,382994,4600,,
佳里區,41.63,,,,,,,無,191497,4600,,
七股區,363,2,透天厝,241.31,5,2,5,無,15000000,62161,,無
將軍區,107.1,3,透天厝,153.63,4,2,3,無,5200000,33848,,無
學甲區,30,,,,,,,無,1000000,33333,,
佳里區,34.81,12,住宅大樓,240.59,4,3,4,有,5370000,22320,,有
佳里區,89,,,,,,,無,6570787,73829,,
北門區,3116.15,,,,,,,無,1500000,481,,
北門區,1281.46,,,,,,,無,750000,585,,
北門區,37.45,,,,,,,無,600000,16021,,
七股區,1524.16,,,,,,,無,914400,600,,
學甲區,2137,,,,,,,無,400000,187,,
佳里區,811,,,,,,,無,2500000,3083,,
七股區,359.86,,,,,,,無,179930,500,,
北門區,9603,,,,,,,無,5300000,552,,
將軍區,603,,,,,,,無,950000,1575,,
將軍區,1940,,,,,,,無,2000000,1031,,
佳里區,363.05,,,,,,,無,2300000,6335,,
七股區,1499.19,,,,,,,無,1500000,1001,,
學甲區,542,,,,,,,無,650400,1200,,
七股區,1120,,,,,,,無,3000000,2679,,
七股區,10395.93,,,,,,,無,8470000,815,,
七股區,3855.97,,,,,,,無,3007600,780,,
七股區,141.19,,,,,,,無,962500,6817,,
西港區,967,,,,,,,無,2100000,2172,,
學甲區,1212,,,,,,,無,750000,619,,
北門區,377,,,,,,,無,600000,1592,,
學甲區,546,,,,,,,無,655200,1200,,
佳里區,1417,,,,,,,無,1500000,1059,,
七股區,1061,,,,,,,無,8600000,8106,,
學甲區,456,,,,,,,無,547200,1200,,
學甲區,235.83,,,,,,,無,282996,1200,,
學甲區,221.17,,,,,,,無,265404,1200,,
學甲區,879,,,,,,,無,1054800,1200,,
學甲區,634,,,,,,,無,760800,1200,,
學甲區,601,,,,,,,無,601000,1000,,
學甲區,2021,,,,,,,無,2021000,1000,,
將軍區,359.34,,,,,,,無,306000,852,,
學甲區,6158.82,,,,,,,無,4583000,744,,
佳里區,109.35,2,透天厝,103.54,3,2,2,無,2620000,25304,,無
佳里區,167.2,,,,,,,無,1500000,8971,,
佳里區,53.25,,,,,,,無,1400000,26291,,
學甲區,260,,,,,,,無,312000,1200,,
學甲區,564,,,,,,,無,750000,1330,,
西港區,383.03,,,,,,,無,4300000,11226,,
佳里區,585.31,,,,,,,無,7059780,12062,,
西港區,1072.92,,,,,,,無,2200000,2050,,
佳里區,69,2,透天厝,93.35,3,2,2,無,2000000,21425,,無
七股區,98167.8,,,,,,,無,65000000,662,,
七股區,1300,,,,,,,無,2000000,1538,,
學甲區,103.32,4,透天厝,191.27,5,2,3,無,8380000,43812,,無
七股區,3781.96,1,透天厝,1891.68,,,,無,8000000,4229,,無
佳里區,799,,,,,,,無,3000000,3755,,
七股區,60.58,,,,,,,無,79360,1310,,
佳里區,87,4,透天厝,240.3,6,1,4,無,10000000,41615,,無
將軍區,447,,透天厝,,2,1,2,無,1276200,9726,,
學甲區,86.16,2,透天厝,83.16,4,1,2,無,3300000,39683,,無
西港區,92.9,3,透天厝,189.15,4,2,3,無,9200000,48639,,無
西港區,91.1,3,透天厝,136.68,4,2,4,有,6950000,50849,,無
西港區,128.24,3,透天厝,153.11,4,2,3,有,8050000,52577,,無
西港區,134.3,,透天厝,,4,2,3,有,8150000,52230,,
七股區,169.5,,,,,,,無,1000000,5900,,
學甲區,453,,,,,,,無,541600,1196,,
佳里區,585.31,,,,,,,無,7564000,12923,,
學甲區,8194,,,,,,,無,9500000,1159,,
學甲區,258,,,,,,,無,1951125,7563,,
學甲區,259,,,,,,,無,1958687,7562,,
七股區,1687,,,,,,,無,2550000,1512,,
北門區,573.29,,,,,,,無,1420000,2477,,
西港區,2715,,,,,,,無,6750000,2486,,
西港區,948.76,,,,,,,無,2500000,2635,,
七股區,3008.64,,,,,,,無,1500000,499,,
將軍區,2872,,,,,,,無,3101760,1080,,
佳里區,9.15,,,,,,,有,600000,22108,,
學甲區,121.26,,,,,,,無,480000,3959,,
學甲區,2163.5,,,,,,,無,2379850,1100,,
佳里區,9.06,,,,,,,無,95915,10588,,
佳里區,2.12,,,,,,,無,22422,10588,,
佳里區,429.68,,,,,,,無,5630000,13103,,
學甲區,2063.5,,,,,,,無,1857150,900,,
學甲區,3224,2,透天厝,93.17,2,1,1,無,3800000,40786,,無
西港區,1566.5,,,,,,,無,4700000,3000,,
西港區,10146,,,,,,,無,32000000,3154,,
七股區,65.2,,,,,,,無,350000,5368,,
學甲區,140.22,,,,,,,無,526000,3751,,
七股區,24.5,,,,,,,無,46549,1900,,
佳里區,2189,,,,,,,無,6000000,2741,,
將軍區,145.41,,,,,,,無,703680,4839,,
將軍區,13,,,,,,,無,15720,1209,,
將軍區,1579,,,,,,,無,4750000,3008,,
七股區,4559.59,,,,,,,無,3000000,658,,
西港區,117.48,3,透天厝,157.97,4,2,3,有,8400000,53175,,無
西港區,100.51,3,透天厝,189.15,4,2,3,無,9380000,49590,,無
西港區,1113.88,,,,,,,無,2784700,2500,,
將軍區,1000,,,,,,,無,1000000,1000,,
學甲區,981.56,,,,,,,無,1220000,1243,,
佳里區,335.21,,,,,,,無,9964850,29727,,
佳里區,11.26,12,住宅大樓,138.25,2,1,1,有,3880000,28066,,有
將軍區,175,,,,,,,無,923000,5274,,
西港區,83.2,3,透天厝,179.34,4,2,3,無,8900000,49626,,無
西港區,133.98,4,透天厝,212.67,6,2,5,無,12720000,59811,,無
佳里區,85.38,3,透天厝,178.93,4,3,3,無,7100000,39680,,無
西港區,105.82,3,透天厝,152.29,4,2,3,有,7800000,51218,,無
西港區,90.24,3,透天厝,179.34,4,2,3,無,8910000,49682,,無
佳里區,74,,,,,,,無,220000,2973,,
佳里區,115.93,3,透天厝,208.62,4,1,5,無,13980000,67012,,無
將軍區,1131,,,,,,,無,1198860,1060,,
西港區,94.39,4,透天厝,185.27,4,2,3,無,9600000,51816,,無
學甲區,94.87,,,,,,,無,120000,1265,,
將軍區,2624,,,,,,,無,2624000,1000,,
佳里區,106.48,4,透天厝,270.94,5,2,3,無,10000000,36909,,無
佳里區,142.49,,,,,,,無,2800000,19651,,
將軍區,114.16,,,,,,,無,400000,3504,,
將軍區,399.15,,,,,,,無,1364360,3418,,
西港區,140.65,4,透天厝,185.86,4,2,3,有,10750000,57839,,無
將軍區,3499,,,,,,,無,3850000,1100,,
學甲區,11064,,,,,,,無,27660000,2500,,
學甲區,700,,,,,,,無,3176600,4538,,
佳里區,147.57,,,,,,,無,2000000,13553,,
佳里區,155.5,,,,,,,無,660000,4244,,
西港區,104.67,4,透天厝,206.37,4,2,3,無,10600000,51364,,無
七股區,1429,,,,,,,無,1571900,1100,,
西港區,118.19,4,透天厝,231.19,4,2,3,無,11700000,50608,,無
佳里區,148.64,,,,,,,無,4381368,29476,,
佳里區,50.15,,,,,,,無,500625,9983,,
佳里區,2603,,,,,,,無,2000000,768,,
北門區,25.93,,,,,,,無,500000,19283,,
七股區,3955,,,,,,,無,6525000,1650,,
七股區,2799,,,,,,,無,5038000,1800,,
西港區,125.38,4,透天厝,205.85,4,2,3,有,10800000,52465,,無
學甲區,92.06,4,透天厝,273.52,4,2,4,無,6820000,24934,,無
七股區,560.97,,,,,,,無,530000,945,,
北門區,784.59,,,,,,,無,400000,510,,
學甲區,3053.54,,,,,,,無,1500000,491,,
北門區,29.37,,,,,,,無,110000,3746,,
北門區,1306.45,,,,,,,無,522000,400,,
學甲區,1000,,,,,,,無,1200000,1200,,
學甲區,1684.53,,,,,,,無,1880000,1116,,
北門區,1130,,,,,,,無,678000,600,,
北門區,430.5,,,,,,,無,258000,599,,
北門區,479,,,,,,,無,287000,599,,
佳里區,347.32,,,,,,,無,1300000,3743,,
七股區,960.66,,,,,,,無,1800000,1874,,
西港區,1.52,,,,,,,無,31280,20579,,
西港區,3.69,,,,,,,無,76160,20640,,
學甲區,133.43,3,透天厝,253.69,4,2,4,有,10400000,40995,,無
學甲區,134.18,3,透天厝,253.69,4,2,4,有,10500000,41389,,無
學甲區,99.37,3,透天厝,200.21,4,2,4,有,8450000,42206,,無
北門區,673.05,,,,,,,無,2430000,3610,,
西港區,4478,,,,,,,無,10075500,2250,,
佳里區,13,,,,,,,無,230000,17692,,
七股區,40.68,,,,,,,無,195312,4801,,
七股區,81.71,,,,,,,無,392208,4800,,
佳里區,3.32,,,,,,,無,95948,28900,,
佳里區,0.44,,,,,,,無,12716,28900,,
佳里區,7.66,,,,,,,無,221374,28900,,
學甲區,99.27,3,透天厝,200.21,4,2,4,有,8450000,42206,,無
學甲區,99.32,3,透天厝,200.21,4,2,4,有,8450000,42206,,無
佳里區,57.66,,,,,,,無,1496000,25947,,
善化區,727,,,,,,,無,1308660,1800,,
左鎮區,414.75,,,,,,,無,150000,362,,
新市區,70.84,2,透天厝,105.32,5,2,3,無,6500000,61717,,無
善化區,70.42,,,,,,,無,2360000,33512,,
善化區,36.6,,,,,,,無,600000,16393,,
善化區,826.35,,,,,,,無,12156562,14711,,
新市區,104.17,,,,,,,無,1000000,9600,,
善化區,43.03,,,,,,,無,1171404,27225,,
善化區,378.51,,,,,,,無,30430000,80394,,
新化區,1090,,,,,,,無,2834000,2600,,
新化區,44,,,,,,,無,114400,2600,,
新化區,457,,,,,,,無,1051100,2300,,
善化區,76,2,透天厝,94.08,5,2,2,無,4200000,44643,,無
善化區,248.1,3,透天厝,271.35,4,2,4,無,12766260,47047,,無
善化區,119.09,3,透天厝,160.35,7,2,3,無,6500000,40536,,無
善化區,131.9,,,,,,,無,510453,3870,,
安定區,2779,,,,,,,無,17646650,6350,,
善化區,1095,,,,,,,無,1541555,1408,,
安定區,2652,,,,,,,無,49500000,18665,,
善化區,104.33,,,,,,,無,834640,8000,,
新市區,4872,1,,3092.56,,,,無,72000000,14778,,無
善化區,4617,,,,,,,無,6000000,1300,,
安定區,104.33,,,,,,,無,2172740,20825,,
新市區,104.17,,,,,,,無,1000000,9600,,
安定區,109.13,,,,,,,無,4200000,38488,,
善化區,4753,,,,,,,無,5900000,1241,,
安定區,544,,,,,,,無,4900000,9007,,
安定區,391.65,,,,,,,無,7102600,18135,,
新市區,164.2,,,,,,,無,1701300,10361,,
新市區,28.55,,,,,,,無,210000,7355,,
安定區,85.75,,,,,,,無,2000000,23324,,
善化區,13.27,,,,,,,無,500000,37679,,
善化區,24.56,8,華夏,164.14,3,2,2,有,5390000,32838,,有
善化區,14.56,13,住宅大樓,88.74,2,1,1,有,4600000,51839,,有
新化區,50.83,2,透天厝,117.21,2,1,1,無,5500000,46924,,無
安定區,910.67,,,,,,,無,25168411,27637,,
左鎮區,66,2,,100.72,,,,無,1280000,19394,,無
左鎮區,414.75,,,,,,,無,116000,280,,
左鎮區,196,,,,,,,無,100000,510,,
新市區,111.78,,,,,,,無,1300000,11630,,
新化區,336.05,,,,,,,無,2000000,5952,,
安定區,2800,,,,,,,無,12600000,4500,,
新化區,123.06,,,,,,,無,2401024,19511,,
新化區,81.95,,,,,,,無,1598926,19511,,
左鎮區,3671.91,,,,,,,無,1462451,398,,
善化區,2063,,,,,,,無,7330000,3553,,
善化區,150.29,,,,,,,無,5592510,37212,,
新化區,2892,,,,,,,無,9100000,3147,,
安定區,18,,,,,,,無,381500,21194,,
新市區,63,,,,,,,無,264798,4203,,
新市區,255,,,,,,,無,1071802,4203,,
新化區,161,,,,,,,無,2566696,15942,,
新化區,538,,,,,,,無,1237400,2300,,
善化區,87.73,4,透天厝,226.32,8,2,8,無,13000000,57441,,無
善化區,593,,,,,,,無,7519240,12680,,
新化區,0.05,,,,,,,無,3700,74000,,
善化區,98.79,,,,,,,無,700000,7086,,
善化區,326,,,,,,,無,4140200,12700,,
新市區,104.71,,,,,,,無,1000000,9550,,
新化區,385,,,,,,,無,2000000,5195,,
善化區,219.4,,,,2,1,1,無,1839228,8383,,
新市區,22.16,,,,,,,無,247000,11147,,
善化區,34.5,,,,,,,無,69000,2000,,
新市區,3194,,,,,,,無,16608800,5200,,
新市區,3574,,,,,,,無,18584800,5200,,
善化區,3457,,,,,,,無,3650000,1056,,
安定區,47.43,,,,,,,無,1434000,30231,,
新化區,101,,,,,,,無,323200,3200,,
新化區,516,,,,,,,無,1548000,3000,,
新化區,64,,,,,,,無,185600,2900,,
新化區,835,,,,,,,無,2588500,3100,,
新化區,434,,,,,,,無,1258600,2900,,
新化區,195,,,,,,,無,565500,2900,,
新化區,375,,,,,,,無,1087500,2900,,
新化區,166,,,,,,,無,481400,2900,,
新化區,184,,,,,,,無,552000,3000,,
新化區,3007.44,,,,,,,無,8742167,2907,,
新化區,92.86,,,,,,,無,274440,2955,,
新化區,92.86,,,,,,,無,274440,2955,,
新化區,46.43,,,,,,,無,137221,2955,,
新化區,46.43,,,,,,,無,137221,2955,,
新化區,46.43,,,,,,,無,137221,2955,,
新化區,42.09,,,,,,,無,130479,3100,,
新化區,152.68,,,,,,,無,458636,3004,,
新化區,478.17,,,,,,,無,1462348,3058,,
新化區,285.14,,,,,,,無,878553,3081,,
新化區,285.14,,,,,,,無,878553,3081,,
新化區,377.76,,,,,,,無,1180682,3125,,
新化區,56.68,,,,,,,無,164381,2900,,
新化區,126.04,,,,,,,無,365518,2900,,
新化區,355.67,,,,,,,無,1102574,3100,,
新化區,127.65,,,,,,,無,395700,3100,,
新化區,858.93,,,,,,,無,2700827,3144,,
新化區,862.93,,,,,,,無,2761379,3200,,
新化區,412.79,,,,,,,無,1284344,3111,,
新化區,177,,,,,,,無,548700,3100,,
新化區,107,,,,,,,無,310300,2900,,
新化區,107,,,,,,,無,310300,2900,,
新化區,204.33,,,,,,,無,1001241,4900,,
新化區,204.33,,,,,,,無,1001242,4900,,
新化區,3.11,,,,,,,無,15248,4901,,
新化區,0.22,,,,,,,無,1088,4896,,
新化區,0.22,,,,,,,無,1088,4896,,
新化區,67.55,,,,,,,無,209392,3100,,
新化區,183.6,,,,,,,無,569176,3100,,
新化區,91.85,,,,,,,無,284732,3100,,
新化區,27,,,,,,,無,78300,2900,,
新化區,27,,,,,,,無,78300,2900,,
新化區,27,,,,,,,無,78300,2900,,
新化區,27,,,,,,,無,78300,2900,,
新化區,28.8,,,,,,,無,83520,2900,,
新化區,28.8,,,,,,,無,83520,2900,,
新化區,28.8,,,,,,,無,83520,2900,,
新化區,28.8,,,,,,,無,83520,2900,,
新化區,28.8,,,,,,,無,83520,2900,,
左鎮區,1698,,,,,,,無,800000,471,,
左鎮區,941,,,,,,,無,400000,425,,
善化區,271,,,,,,,無,2050000,7565,,
善化區,20.08,6,公寓,75.92,2,1,1,無,3500000,46103,,無
新化區,106.36,4,透天厝,205.72,6,2,4,有,5700000,27707,,無
山上區,83.99,,,,,,,無,1016279,12100,,
山上區,66.5,,,,,,,無,826595,12430,,
安定區,69.61,,,,,,,無,1400000,20113,,
善化區,200.5,,,,,,,無,1800000,8978,,
新市區,111.72,,,,,,,無,515610,4615,,
新化區,385,3,透天厝,311.69,5,3,4,無,2750000,8823,,無
安定區,791,,,,,,,無,14900000,18837,,
新市區,36.66,,,,,,,無,387800,10578,,
新市區,24.17,,,,,,,無,255000,10551,,
新化區,120.83,4,透天厝,194.63,4,2,5,無,11000000,56517,,無
新化區,106.83,4,透天厝,194.54,4,2,5,無,11350000,58343,,無
安定區,465,,,,,,,無,9846000,21174,,
善化區,349.08,,,,,,,無,9000000,25782,,
善化區,122.86,2,透天厝,137.71,7,2,5,無,6000000,43570,,無
新化區,208,,,,,,,無,478400,2300,,
山上區,5239,1,透天厝,2055.09,2,1,1,無,4500000,2190,,無
左鎮區,2978,,,,,,,無,595600,200,,
新化區,46.43,,,,,,,無,137221,2955,,
新化區,0.22,,,,,,,無,1088,4896,,
新市區,87,4,透天厝,205.83,5,1,3,無,7800000,37895,,無
山上區,74.33,,,,,,,無,1185364,15947,,
新化區,89,,,,,,,無,676400,7600,,
安定區,163.73,,,,,,,無,1963000,11990,,
善化區,25.17,,,,,,,無,360000,14304,,
善化區,99.96,,,,,,,無,1173536,11740,,
善化區,115.39,,,,,,,無,1788000,15495,,
善化區,14.81,,,,,,,無,1125588,76008,,
新市區,297,,,,,,,無,4400000,14815,,
左鎮區,68,2,透天厝,98.55,3,2,2,無,1650000,16743,,無
新市區,2,,,,,,,無,70000,35000,,
安定區,2245.53,,,,,,,無,41387252,18431,,
善化區,1848,,,,,,,無,5544000,3000,,
安定區,103.22,,,,,,,無,4800000,46503,,
新化區,162.2,3,透天厝,271.68,3,2,4,無,13000000,47850,,無
