鄉鎮市區,土地總面積平方公尺,總樓層數,建物型態,建物總面積平方公尺,房,廳,衛,有無管理,總價元,單價每平方公尺,車位移轉總面積平方公尺,電梯
新營區,1263,,,,,,,無,1200000,950,,
新營區,87.06,3,透天厝,160.73,4,2,3,無,8300000,51639,,無
鹽水區,112.56,1,透天厝,53.04,6,2,4,無,4500000,84842,,無
新營區,88.92,3,透天厝,216.46,4,3,5,無,18800000,86852,,無
新營區,148.35,4,透天厝,330.47,5,2,5,無,16560000,50110,,無
鹽水區,2772,,,,,,,無,2700000,974,,
鹽水區,1518,,,,,,,無,1214400,800,,
新營區,,3,公寓,268.37,5,2,4,無,10000000,37262,,無
新營區,90.24,4,透天厝,202.47,5,2,3,無,10500000,51860,,無
新營區,189,,,,,,,無,6860700,36300,,
新營區,139.09,4,透天厝,219.36,5,2,4,無,10000000,45587,,無
新營區,116.06,4,透天厝,204.15,5,2,4,無,9200000,45065,,無
新營區,163.84,4,透天厝,216.17,5,2,4,無,10500000,48573,,無
新營區,158,,,,,,,無,2200000,13924,,
鹽水區,86.7,2,透天厝,111.6,4,2,2,無,2600000,23297,,無
新營區,81.8,3,透天厝,181.6,4,2,3,無,6600000,36344,,無
鹽水區,1207,,,,,,,無,1380000,1143,,
新營區,84.62,,透天厝,,5,1,1,無,3130000,25277,,
鹽水區,2165,,,,,,,無,3355800,1550,,
新營區,159.63,,,,,,,無,4800000,30070,,
柳營區,2887.37,,,,,,,無,1600000,554,,
新營區,27.32,7,華夏,116.4,3,1,2,有,1900000,16322,,有
新營區,82.25,4,透天厝,179.64,3,2,2,無,4000000,22267,,無
鹽水區,3268,,,,,,,無,19771400,6050,,
新營區,152.6,,,,,,,無,7080000,46396,,
新營區,16.08,12,住宅大樓,115.33,3,2,2,有,3860000,33468,,有
新營區,107,3,透天厝,208.26,5,2,4,無,9680000,46480,,無
鹽水區,96.59,2,透天厝,111.81,2,1,2,無,3000000,26831,,無
新營區,129.02,3,透天厝,166.06,6,2,5,無,16800000,101168,,無
新營區,17.63,5,華夏,101.24,3,1,2,有,3000000,29633,,有
新營區,1331.27,,,,,,,無,4700000,3530,,
鹽水區,99.5,,,,,,,無,1900000,19095,,
新營區,48,,,,,,,無,2613600,54450,,
新營區,1610,1,透天厝,541.2,,,,無,87664500,161982,,無
新營區,41.38,5,公寓,167.06,4,2,3,無,4200000,25141,,無
柳營區,290.5,,,,,,,無,1200000,4131,,
新營區,85,,透天厝,,3,1,0,無,1535667,70122,,
新營區,9.76,16,住宅大樓,117.6,3,2,2,有,4200000,35715,,有
新營區,700,,,,,,,無,21175000,30250,,
新營區,949,,,,,,,無,200000,211,,
新營區,225.4,,,,,,,無,1660000,7365,,
柳營區,2004,,,,,,,無,4780000,2385,,
鹽水區,2879,,,,,,,無,3260000,1132,,
新營區,78.51,4,透天厝,166.95,4,2,3,無,6650000,39832,,無
新營區,24.43,5,華夏,104.16,3,2,2,有,4800000,46085,,有
鹽水區,3321,,,,,,,無,2200000,662,,
鹽水區,2513,,,,,,,無,2950000,1174,,
鹽水區,2513,,,,,,,無,2950000,1174,,
新營區,138,3,透天厝,224.68,5,2,4,無,10200000,45398,,無
新營區,108,3,透天厝,205.13,5,2,4,無,9600000,46800,,無
新營區,114,3,透天厝,216.4,5,2,4,無,9800000,45287,,無
新營區,103.79,4,透天厝,206.52,4,2,4,無,13000000,62948,,無
新營區,103.79,4,透天厝,206.52,4,2,4,無,12680000,61398,,無
鹽水區,3204,,,,,,,無,2800000,874,,
鹽水區,143.11,,,,,,,無,7600000,53106,,
新營區,71.42,,,,,,,無,160000,2240,,
鹽水區,2749,,,,,,,無,3298800,1200,,
新營區,39.34,5,,158.59,,,,無,3500000,88971,,無
新營區,80.75,3,透天厝,198.89,4,3,5,無,15900000,79944,,無
新營區,95,3,透天厝,228.58,4,3,5,無,19200000,83997,,無
柳營區,26,,,,,,,無,28600,1100,,
新營區,39.34,5,華夏,158.69,3,2,2,無,3850000,24261,,有
新營區,125.44,4,透天厝,246.18,6,2,5,無,11680000,47445,,無
柳營區,250,,,,,,,無,60000,240,,
鹽水區,1637.29,,,,,,,無,900500,550,,
新營區,143.71,7,華夏,939.46,,,,無,11800000,12560,,有
鹽水區,102,,,,,,,無,67320,660,,
鹽水區,1823.85,,,,,,,無,1500000,822,,
新營區,116.39,3,透天厝,223.3,4,2,3,無,13350000,59785,,無
鹽水區,84.01,2,透天厝,111,2,1,2,無,11200000,100901,,無
新營區,96.17,,,,,,,無,2450000,25476,,
柳營區,629.73,,,,,,,無,4411800,7006,,
鹽水區,864.95,,,,,,,無,4500000,5203,,
新營區,510.78,,,,,,,無,35000000,68523,,
鹽水區,1284,,,,,,,無,1540800,1200,,
柳營區,1389.68,,,,,,,無,3363000,2420,,
新營區,126.11,3,透天厝,216.47,4,2,4,無,9000000,41576,,無
新營區,646.23,,,,,,,無,516984,800,,
新營區,2725.01,,,,,,,無,3583016,1315,,
鹽水區,1084.3,,,,,,,無,1880000,1734,,
新營區,81.05,4,透天厝,184.78,3,1,3,無,8680000,46975,,無
鹽水區,1202.38,,,,,,,無,264522,220,,
柳營區,39.06,7,華夏,202.41,2,2,3,有,3800000,18774,,有
鹽水區,119.86,3,透天厝,147.61,4,1,3,無,5720000,38751,,無
柳營區,2408,,,,,,,無,4300000,1786,,
柳營區,192,,,,,,,無,380000,1979,,
柳營區,83,,,,,,,無,1200000,14458,,
新營區,71.05,2,透天厝,78.26,2,1,2,無,1180000,15078,,無
新營區,115.79,3,透天厝,175.2,4,1,3,無,9660000,55137,,無
新營區,172.41,,,,,,,無,8500000,49301,,
新營區,11.32,,,,,,,無,63845,5640,,
新營區,651.33,,,,,,,無,3199072,4912,,
柳營區,37.6,,,,,,,無,1650000,43883,,
新營區,25.4,14,住宅大樓,146.94,3,2,2,有,5000000,34029,,有
新營區,363.4,,,,,,,無,3517760,9680,,
新營區,124.47,,,,,,,無,6960000,55917,,
新營區,1197,,,,,,,無,800000,668,,
新營區,104.47,4,透天厝,199.57,5,2,4,無,12650000,63386,,無
新營區,118,3,透天厝,237.77,4,2,5,無,10800000,45422,,無
新營區,239.17,,,,,,,無,832311,3480,,
新營區,1800,,,,,,,無,1920000,1067,,
柳營區,2173.85,,,,,,,無,2282500,1050,,
新營區,1954,,,,,,,無,2638000,1350,,
鹽水區,271.5,,,,,,,無,2000000,7366,,
新營區,24.34,,,,,,,無,100000,4109,,
鹽水區,25.63,,,,,,,無,80000,3122,,
新營區,30.37,,,,,,,無,1008400,33204,,
新營區,6.13,5,公寓,20.04,1,0,1,無,580000,28945,,無
新營區,131.68,4,透天厝,201.13,5,2,4,無,9180000,45642,,無
新營區,85,,,,,,,無,1799875,21175,,
鹽水區,73.51,,,,,,,無,2400000,32648,,
鹽水區,230.33,,,,,,,無,5200000,22576,,
鹽水區,325.58,1,透天厝,162.95,1,0,1,無,8800000,54004,,無
新營區,55.11,4,透天厝,192.21,5,1,6,無,5500000,28615,,無
新營區,386.6,,,,,,,無,26310000,68055,,
新營區,775.03,,,,,,,無,1100000,1419,,
新營區,37.65,10,華夏,236.94,4,2,2,有,7000000,29544,,有
鹽水區,2166,,,,,,,無,2450000,1131,,
新營區,17.45,9,華夏,92.9,2,2,2,有,3770000,40583,,有
新營區,14.04,9,華夏,74.79,2,2,1,有,3200000,42787,,有
新營區,1393,,,,,,,無,37612001,27001,,
新營區,18.59,14,住宅大樓,147.03,3,2,2,有,3500000,23805,,有
新營區,283.56,,,,,,,無,18300000,64537,,
新營區,283.55,,,,,,,無,18300000,64539,,
鹽水區,118.69,2,透天厝,126.9,5,2,4,無,4130000,32545,,無
新營區,211.6,,,,,,,無,1340000,6333,,
新營區,25.83,,,,,,,無,170000,6581,,
新營區,134.61,,,,,,,無,6513600,48389,,
新營區,20.72,14,住宅大樓,180.94,4,2,2,有,4500000,24870,,有
新營區,124.25,4,透天厝,201.13,5,2,4,無,8950000,44499,,無
新營區,28.19,13,住宅大樓,151.02,3,2,2,有,5000000,33109,,有
新營區,82.44,4,透天厝,176.03,4,2,3,無,4500000,25564,,無
新營區,423.2,,,,,,,無,1985990,4693,,
鹽水區,1906,,,,,,,無,2916180,1530,,
鹽水區,152.03,,,,,,,無,3153406,20742,,
鹽水區,21,,,,,,,無,900000,42857,,
新營區,157.1,4,透天厝,207.17,5,2,4,無,9380000,45277,,無
柳營區,820.56,,,,,,,無,1066728,1300,,
新營區,15,,,,,,,無,196650,13110,,
白河區,50,,,,,,,無,60000,1200,,
東山區,1003.25,,,,,,,無,802600,800,,
後壁區,25,,,,,,,無,10000,400,,
東山區,3707,,,,,,,無,8050000,2172,,
白河區,1350,,,,,,,無,1625000,1204,,
後壁區,2858,,,,,,,無,2000000,700,,
後壁區,156.67,,,,,,,無,396375,2530,,
東山區,107,,,,,,,無,66768,624,,
後壁區,145.09,,,,,,,無,580355,4000,,
東山區,1684,,,,,,,無,500000,297,,
後壁區,73.6,,,,,,,無,400000,5435,,
後壁區,245.09,,,,,,,無,1000000,4080,,
白河區,73.17,,,,,,,無,250000,3417,,
後壁區,2200,,,,,,,無,2750000,1250,,
白河區,58,,,,,,,無,175450,3025,,
白河區,195,,,,,,,無,589875,3025,,
白河區,326.67,,,,,,,無,5000000,15306,,
白河區,236.49,,,,,,,無,8280000,35012,,
後壁區,333.82,,,,,,,無,4800000,14379,,
後壁區,35.16,,,,,,,無,600000,17065,,
後壁區,191.76,,,,,,,無,786216,4100,,
東山區,2873,,,,,,,無,380000,132,,
東山區,3016,,,,,,,無,1050000,348,,
白河區,1193.03,,,,,,,無,3150000,2640,,
後壁區,439.86,2,透天厝,405.02,2,2,2,無,15110000,37307,,無
東山區,1007.51,2,透天厝,296.13,2,0,3,無,16920000,57137,,無
白河區,276,,透天厝,,2,0,2,無,15098500,43505,,
東山區,62.5,,,,,,,無,11250,180,,
東山區,1005,,,,,,,無,400000,398,,
後壁區,398,,,,,,,無,318400,800,,
後壁區,2100,,,,,,,無,2310000,1100,,
後壁區,3200,,,,,,,無,5280000,1650,,
白河區,508.64,,,,,,,無,48000,94,,
後壁區,2535,,,,,,,無,3194100,1260,,
後壁區,2470,,,,,,,無,3200000,1296,,
白河區,86,3,透天厝,191.16,6,2,5,無,8380000,43838,,無
白河區,39.25,,,,,,,無,250000,6370,,
後壁區,85.24,2,透天厝,108.02,3,1,2,無,1800000,16664,,無
東山區,2010,,,,,,,無,330000,164,,
東山區,3014.25,,,,,,,無,330000,109,,
白河區,103,2,透天厝,99.33,3,2,2,無,2380000,23961,,無
白河區,538.3,,,,,,,無,70000,130,,
東山區,109,,,,,,,無,160000,1468,,
後壁區,204.26,,,,,,,無,800000,3917,,
後壁區,187.5,,,,,,,無,120000,640,,
白河區,3267,,,,,,,無,2180000,667,,
東山區,1085,,,,,,,無,200000,184,,
白河區,132.14,3,透天厝,190.61,3,2,3,無,8300000,43544,,無
東山區,27.89,,,,,,,無,145307,5210,,
白河區,245,,,,,,,無,4743200,19360,,
白河區,244,,,,,,,無,4723840,19360,,
白河區,245,,,,,,,無,4743200,19360,,
白河區,31,,,,,,,無,128000,4129,,
後壁區,203,,,,,,,無,491260,2420,,
東山區,1000,,,,,,,無,7407407,7407,,
東山區,1700,,,,,,,無,12592593,7407,,
後壁區,176.75,,,,,,,無,170000,962,,
後壁區,103.44,2,透天厝,104.12,2,2,1,無,524504,5037,,無
東山區,1005,,,,,,,無,320000,318,,
東山區,1004.75,,,,,,,無,320000,318,,
後壁區,1974,,,,,,,無,2802000,1419,,
白河區,52,,,,,,,無,200000,3846,,
後壁區,140,3,透天厝,187.46,4,2,3,無,4700000,25072,,無
後壁區,2878,,,,,,,無,3740000,1300,,
東山區,1896.71,,,,,,,無,1100000,580,,
後壁區,94.47,,,,,,,無,738000,7812,,
東山區,1363,,,,,,,無,3000000,2201,,
東山區,2285,,,,,,,無,2000000,875,,
東山區,1001,,,,,,,無,380000,380,,
後壁區,2205,,,,,,,無,3300000,1497,,
後壁區,4926,,,,,,,無,4433400,900,,
白河區,5278.33,,,,,,,無,560000,106,,
白河區,1242.7,,,,,,,無,6000000,4828,,
東山區,2009.5,,,,,,,無,530000,264,,
後壁區,15.72,,,,,,,無,20000,1273,,
東山區,1001,,,,,,,無,380000,380,,
東山區,1201.9,,,,,,,無,587100,488,,
東山區,2483,,,,,,,無,1212900,488,,
東山區,452.98,,,,,,,無,2700000,5961,,
白河區,53.46,2,公寓,49.86,,,,無,2700000,54156,,無
後壁區,2203,,,,,,,無,2350000,1067,,
後壁區,379.1,,,,,,,無,3307668,8725,,
白河區,450,,,,,,,無,7344000,16320,,
後壁區,489.85,,,,,,,無,5480000,11187,,
白河區,231.67,,,,,,,無,100000,432,,
東山區,1006,,,,,,,無,410000,408,,
東山區,1110.89,,,,,,,無,150000,135,,
東山區,206.61,,,,,,,無,847101,4100,,
後壁區,724.27,,,,,,,無,6400000,8837,,
白河區,59.01,2,公寓,55.58,1,0,1,無,2200000,39585,,無
東山區,6.56,,,,,,,無,54382,8290,,
白河區,356.44,2,透天厝,157.6,4,2,2,有,18000000,114213,,無
東山區,1004.75,,,,,,,無,320000,318,,
東山區,6316,,,,,,,無,10000000,1583,,
後壁區,3600,,,,,,,無,3780000,1050,,
白河區,1108,,,,,,,無,1220000,1101,,
後壁區,128.25,,,,,,,無,1600000,12476,,
後壁區,130.67,,,,,,,無,1600000,12245,,
後壁區,289,,,,,,,無,280000,969,,
東山區,225.04,,,,,,,無,110000,489,,
後壁區,3300,,,,,,,無,5600000,1697,,
後壁區,2785,,,,,,,無,1810250,650,,
後壁區,129.7,,,,,,,無,4720000,36392,,
後壁區,3300,,,,,,,無,5940000,1800,,
後壁區,1387,,,,,,,無,1430000,1031,,
後壁區,2600,,,,,,,無,5200000,2000,,
後壁區,1085,,,,,,,無,1200000,1106,,
東山區,3571.86,,,,,,,無,900000,252,,
後壁區,470.73,,,,,,,無,5900000,12534,,
後壁區,2000,,,,,,,無,2600000,1300,,
東山區,77,3,透天厝,144.44,3,2,3,無,2400000,16616,,無
東山區,1265,,,,,,,無,300000,237,,
東山區,1530,,,,,,,無,350000,229,,
東山區,4019.43,,,,,,,無,800000,199,,
後壁區,68.72,2,透天厝,108.2,3,2,2,無,3100000,28651,,無
東山區,2096,,,,,,,無,420000,200,,
白河區,5106,,,,,,,無,2400000,470,,
後壁區,278.82,,,,,,,無,150000,538,,
白河區,20602,,,,,,,無,6000000,291,,
後壁區,38.95,,,,,,,無,200000,5135,,
東山區,181.88,,,,,,,無,855422,4703,,
東山區,233.22,,,,,,,無,5643200,24197,,
後壁區,1196.59,,,,,,,無,14480000,12101,,
白河區,134,4,透天厝,208.67,4,2,4,無,6800000,32587,,無
白河區,8065.64,,,,,,,無,8000000,992,,
後壁區,2758,,,,,,,無,2750000,997,,
東山區,229.34,,,,,,,無,60000,262,,
後壁區,5869,,,,,,,無,12860000,2191,,
後壁區,2433,,,,,,,無,3406200,1400,,
東山區,1450,,,,,,,無,230000,159,,
東山區,1102.9,,,,,,,無,442000,401,,
後壁區,73.69,,,,,,,無,2600000,35283,,
後壁區,1180.7,,,,,,,無,5134400,4349,,
後壁區,3900,,,,,,,無,7800000,2000,,
後壁區,8.36,,,,,,,無,40454,4840,,
東山區,4850.94,,,,,,,無,4773400,984,,
後壁區,2461,,,,,,,無,3593060,1460,,
後壁區,2268,,,,,,,無,3311280,1460,,
東山區,2009.71,,,,,,,無,400000,199,,
東山區,1147.13,,,,,,,無,2000000,1743,,
東山區,11.33,,,,,,,無,30000,2647,,
白河區,79,3,透天厝,150.85,4,2,3,無,2260000,14982,,無
白河區,234.78,,,,,,,無,3800000,16185,,
白河區,15.6,,,,,,,無,200000,12821,,
東山區,1005,,,,,,,無,300000,299,,
白河區,292,2,透天厝,61.84,2,2,3,無,2800000,45278,,無
白河區,164,,,,,,,無,400000,2439,,
後壁區,78.56,,,,,,,無,720000,9166,,
白河區,82,3,透天厝,155.42,4,1,4,無,9800000,63055,,無
後壁區,165.02,,,,,,,無,2680000,16240,,
東山區,516.63,,,,,,,無,88000,170,,
後壁區,67.85,4,透天厝,138.51,3,2,4,無,3700000,26713,,無
東山區,779,,,,,,,無,450000,578,,
東山區,6757.55,,,,,,,無,1150000,170,,
後壁區,38,,,,,,,無,33820,890,,
後壁區,17.67,,,,,,,無,16253,920,,
後壁區,17.67,,,,,,,無,16253,920,,
後壁區,53,,,,,,,無,48761,920,,
後壁區,3027.52,,,,,,,無,3000000,991,,
白河區,54.37,2,公寓,50.4,1,1,1,無,1500000,29764,,無
東山區,1562,,,,,,,無,450000,288,,
後壁區,186.4,,,,,,,無,616000,3305,,
東山區,2899,,,,,,,無,3200000,1104,,
東山區,1695,,,,,,,無,3000000,1770,,
白河區,118.73,,,,,,,無,800000,6738,,
白河區,174.93,,,,,,,無,3000000,17149,,
後壁區,75,,,,,,,無,72750,970,,
後壁區,18,,,,,,,無,17460,970,,
後壁區,332.5,,,,,,,無,322525,970,,
後壁區,332.5,,,,,,,無,322525,970,,
後壁區,113.99,3,透天厝,140.3,4,2,3,無,3100000,22096,,無
東山區,1334,,,,,,,無,1173920,880,,
東山區,331.47,,,,,,,無,1850000,5581,,
白河區,672.82,,,,,,,無,2360000,3508,,
後壁區,117.37,,,,,,,無,1800000,15336,,
後壁區,644.46,2,透天厝,121.2,3,1,2,無,2835000,23391,,無
後壁區,140,,,,,,,無,135800,970,,
後壁區,76,,,,,,,無,73720,970,,
後壁區,2730,,,,,,,無,3494400,1280,,
後壁區,235.43,,,,,,,無,136548,580,,
後壁區,46.31,,,,,,,無,56466,1219,,
後壁區,315.31,,,,,,,無,1292771,4100,,
白河區,94143,,,,,,,無,260000000,2762,,
白河區,2127,,,,,,,無,3300000,1551,,
東山區,1005,,,,,,,無,300000,299,,
東山區,1005,,,,,,,無,300000,299,,
東山區,1047,,,,,,,無,650000,621,,
東山區,2429,,,,,,,無,3036250,1250,,
麻豆區,18.04,,,,,,,無,682000,37805,,
麻豆區,17.98,,,,,,,無,680000,37820,,
麻豆區,74.13,,,,,,,無,980000,13221,,
官田區,69.1,2,透天厝,96.14,2,2,2,無,1680000,17475,,無
下營區,1088,,,,,,,無,900000,827,,
官田區,93.5,,,,,,,無,1900000,20321,,
六甲區,137,,,,,,,無,1200000,8759,,
官田區,79.89,,,,,,,無,480000,6008,,
官田區,326,1,透天厝,45.01,,,,無,1300000,28882,,無
大內區,286.78,,,,,,,無,574500,2003,,
大內區,286.78,,,,,,,無,574500,2003,,
下營區,315.54,,,,,,,無,250000,792,,
六甲區,149.57,,,,,,,無,2036250,13614,,
麻豆區,7610.03,1,透天厝,3146.54,,,,無,214088790,68039,,無
麻豆區,36.18,,,,,,,無,296314,8190,,
六甲區,39.9,,,,,,,無,1197000,30000,,
六甲區,1109.2,,,,,,,無,1500000,1352,,
麻豆區,93,,,,,,,無,2185500,23500,,
下營區,146.52,3,透天厝,310.71,7,2,5,無,12300000,39587,,無
六甲區,2295,,,,,,,無,5278500,2300,,
六甲區,2196,,,,,,,無,5050800,2300,,
六甲區,2754,,,,,,,無,3580200,1300,,
麻豆區,206.35,,,,0,0,0,無,470000,2278,,
麻豆區,155.61,,,,,,,無,370000,2378,,
麻豆區,4162.49,,,,,,,無,900000,216,,
六甲區,921.5,,,,,,,無,4181300,4537,,
六甲區,921.5,,,,,,,無,4181300,4537,,
六甲區,358.7,,,,,,,無,1085000,3025,,
六甲區,205,,,,,,,無,820000,4000,,
下營區,372,,,,,,,無,1674000,4500,,
麻豆區,38.75,,,,,,,無,45700,1179,,
麻豆區,268.85,,,,,,,無,455500,1694,,
官田區,310.25,,,,,,,無,600000,1934,,
麻豆區,31760.93,2,透天厝,6320.95,,,,無,415000000,65655,,無
六甲區,160.41,,,,,,,無,2910000,18141,,
大內區,4673,,,,,,,無,4670000,999,,
六甲區,1350,,,,,,,無,2025000,1500,,
六甲區,42.8,,,,,,,無,1694880,39600,,
六甲區,39.96,,,,,,,無,1494504,37400,,
官田區,450.38,,,,,,,無,2720000,6039,,
麻豆區,44.6,,,,,,,無,674500,15123,,
麻豆區,2.01,,,,,,,無,30000,14925,,
下營區,250.87,,,,,,,無,3500000,13952,,
大內區,2000,,,,,,,無,500000,250,,
下營區,1308,,,,,,,無,2616000,2000,,
官田區,2083,,,,,,,無,3124500,1500,,
下營區,2643,,,,,,,無,3303750,1250,,
麻豆區,64,,,,,,,無,1504000,23500,,
官田區,83,,,,,,,無,1632150,19664,,
官田區,296.41,,,,,,,無,3650000,12314,,
六甲區,1000,,,,,,,無,1600000,1600,,
六甲區,92.95,,透天厝,,4,1,2,無,742660,7092,,
六甲區,90,,,,,,,無,558000,6200,,
六甲區,1350,,,,,,,無,2025000,1500,,
麻豆區,134.81,,,,,,,無,2282427,16931,,
麻豆區,134.81,,,,,,,無,2282427,16931,,
下營區,178.79,,,,,,,無,2400000,13424,,
下營區,3270,,,,,,,無,5886000,1800,,
官田區,217,,,,,,,無,1500000,6912,,
下營區,85.18,2,透天厝,100.89,3,2,2,無,3300000,32709,,無
官田區,41.99,,,,,,,無,889000,21172,,
麻豆區,971.24,,,,,,,無,12381390,12748,,
麻豆區,134.64,,,,,,,無,407350,3025,,
官田區,144.76,1,透天厝,30.6,3,1,2,無,2650000,86601,,無
官田區,534.01,,,,,,,無,7900000,14794,,
麻豆區,1.02,,,,,,,無,7310,7186,,
麻豆區,1384.92,,,,,,,無,17516465,12648,,
六甲區,1141,,,,,,,無,2624300,2300,,
大內區,3977,,,,,,,無,6300000,1584,,
麻豆區,78.27,,,,,,,無,500000,6388,,
麻豆區,214.76,,,,,,,無,500000,2328,,
官田區,344.36,,,,,,,無,3990000,11587,,
麻豆區,109.9,,,,,,,無,1298545,11816,,
六甲區,71.33,,,,,,,無,230000,3224,,
大內區,14.55,,,,,,,無,159032,10933,,
官田區,6121,,,,,,,無,18647625,3046,,
官田區,166.22,,,,,,,無,1300000,7821,,
麻豆區,160.61,,,,,,,無,3240000,20173,,
官田區,7030,,,,,,,無,10545000,1500,,
麻豆區,91.35,,,,,,,無,414485,4537,,
麻豆區,550.71,,,,,,,無,4700000,8534,,
六甲區,2030,,,,,,,無,7500000,3695,,
下營區,103,2,透天厝,111.22,3,1,2,無,3150000,28322,,無
官田區,4087,,,,,,,無,8174000,2000,,
麻豆區,89.37,,,,,,,無,1640000,18350,,
下營區,3988,,,,,,,無,8773600,2200,,
下營區,2000,,,,,,,無,4400000,2200,,
麻豆區,44.6,,,,,,,無,250000,5605,,
麻豆區,974.21,1,透天厝,305.15,,,,無,15200000,49812,,無
六甲區,94,3,透天厝,164.12,4,1,3,無,3200000,19498,,無
麻豆區,1045.53,,,,,,,無,34790000,33275,,
官田區,9374,,,,,,,無,9374000,1000,,
下營區,2000,,,,,,,無,4800000,2400,,
六甲區,56.81,,透天厝,,3,2,2,無,2900000,22950,,
官田區,198.67,,,,,,,無,3800000,19127,,
麻豆區,22.19,,,,,,,無,335500,15119,,
下營區,2053,,,,,,,無,1720000,838,,
官田區,47.88,,,,,,,無,1000000,20886,,
官田區,65.84,,,,,,,無,600000,9113,,
下營區,3589,,,,,,,無,3589000,1000,,
麻豆區,77.35,3,透天厝,175.61,5,2,5,無,11000000,62639,,無
麻豆區,1804.35,,,,,,,無,2347407,1301,,
官田區,118.34,,,,,,,無,300000,2535,,
麻豆區,25.12,,,,,,,無,460000,18312,,
下營區,18670,,,,,,,無,22400000,1200,,
下營區,1255,,,,,,,無,20879650,16637,,
六甲區,61.03,3,透天厝,157.2,3,2,3,無,4800000,30534,,無
下營區,80.03,4,透天厝,209.17,4,2,4,無,8500000,40637,,無
官田區,75,,,,,,,無,215555,2874,,
官田區,5860,,,,,,,無,2030000,346,,
下營區,220.29,,,,,,,無,4660000,21154,,
六甲區,100.06,,透天厝,,4,1,4,無,8480000,44109,,
六甲區,100.83,4,透天厝,192.35,4,1,4,無,8200000,42631,,無
六甲區,99.53,4,透天厝,205.98,4,1,4,無,8690000,42189,,無
六甲區,100.13,4,透天厝,196.5,4,1,4,無,8460000,43053,,無
六甲區,132.66,4,透天厝,258.22,4,1,4,無,11280000,43684,,無
官田區,129.88,,,,,,,無,2751000,21181,,
大內區,1440,,,,,,,無,920000,639,,
六甲區,127.59,,,,,,,無,4580000,35896,,
官田區,2342,,,,,,,無,4402960,1880,,
官田區,2342,,,,,,,無,4402960,1880,,
下營區,467.95,,,,,,,無,5640000,12053,,
下營區,650,,,,,,,無,7840000,12062,,
六甲區,85,,,,,,,無,164591,1936,,
麻豆區,628.66,,,,,,,無,500000,795,,
下營區,805.88,,,,,,,無,12518500,15534,,
麻豆區,540.56,2,透天厝,187.71,4,2,3,無,7000000,37292,,無
六甲區,127.75,2,透天厝,164.8,5,2,3,無,6000000,36408,,無
六甲區,128.7,2,透天厝,166.08,7,2,3,無,6000000,36127,,無
官田區,119.76,2,透天厝,157.59,3,2,3,無,6000000,38073,,無
下營區,2424,,,,,,,無,3636000,1500,,
官田區,136.17,,,,,,,無,1125000,8262,,
下營區,88.98,,,,,,,無,2800000,31468,,
大內區,1004.6,,,,,,,無,420000,418,,
麻豆區,265.44,,,,,,,無,2078395,7830,,
麻豆區,546.56,,,,,,,無,4713233,8623,,
下營區,82.16,2,透天厝,98.71,4,2,2,無,3200000,32418,,無
官田區,90,3,透天厝,132.8,3,1,3,無,2300000,17319,,無
麻豆區,93.81,3,透天厝,200.85,4,1,4,無,11000000,54767,,無
麻豆區,76.2,3,透天厝,166.66,4,2,3,無,9200000,55202,,無
麻豆區,41.17,,,,,,,無,100000,2429,,
下營區,133,,,,,,,無,200000,1504,,
六甲區,99.27,3,透天厝,212.48,4,1,5,無,15000000,70595,,無
官田區,409.6,,,,,,,無,8861053,21633,,
大內區,617,,,,,,,無,763000,1237,,
下營區,1838,,,,,,,無,2205600,1200,,
麻豆區,97,2,透天厝,101,2,2,1,無,17604000,174297,,無
六甲區,92.66,3,透天厝,172.99,4,2,4,無,7500000,43355,,無
六甲區,92.37,3,透天厝,172.99,4,2,4,無,7380000,42661,,無
六甲區,775.58,,,,,,,無,22300000,28753,,
六甲區,5.63,,,,,,,無,2380000,422735,,
六甲區,10,,,,,,,無,120000,12000,,
麻豆區,142.47,,,,,,,無,2000000,14038,,
麻豆區,2035,,,,,,,無,6600000,3243,,
麻豆區,691.05,,,,,,,無,13020194,18841,,
六甲區,60.94,,透天厝,,8,2,4,無,4000000,22577,,
六甲區,3.54,,,,,,,無,80287,22680,,
官田區,71.3,2,透天厝,94.57,2,1,2,無,2700000,28550,,無
下營區,192,,,,,,,無,1400000,7292,,
官田區,248,,,,,,,無,4351160,17545,,
官田區,70.29,,,,,,,無,217900,3100,,
下營區,504.44,,,,,,,無,2115000,4193,,
下營區,873.75,,,,,,,無,1500000,1717,,
官田區,1043,,,,,,,無,800000,767,,
麻豆區,2328,,,,,,,無,26760000,11495,,
麻豆區,291,,,,,,,無,3870300,13300,,
麻豆區,88.1,3,透天厝,189.72,4,1,4,無,10500000,55345,,無
下營區,2900,,,,,,,無,4250000,1466,,
麻豆區,795.6,,,,,,,無,3400000,4274,,
大內區,2141,,,,,,,無,4282000,2000,,
大內區,1407,,,,,,,無,1500000,1066,,
下營區,1659,,,,,,,無,2488000,1500,,
大內區,60.21,,,,,,,無,72250,1200,,
麻豆區,667.45,,,,,,,無,22220100,33291,,
麻豆區,569.51,,,,,,,無,19812200,34788,,
官田區,1179,,,,,,,無,1800000,1527,,
官田區,112.02,1,透天厝,43.37,2,1,1,無,850000,19599,,無
官田區,5.8,,,,,,,無,150000,25862,,
麻豆區,4753.27,,,,,,,無,186680000,39274,,
麻豆區,155.24,,,,,,,無,2604700,16779,,
麻豆區,164.54,,,,,,,無,2657200,16150,,
